,desc,location,size,value
850,Exclusive Modern Townhouse,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
851,A 4 Bdrm Townhouse,"It's along kiambu rd, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
852,"Ruaraka, 3 Bedroom Apartment for sale","Ruaraka, Ruaraka, Nairobi, Nairobi",3 Bedrooms,KSh 7500000
853,4 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
854,Ultra Modern 5 Bedroom with Dsq Contemporary Villa,"Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
855,5 Bedroom All En-Suite House in Spring Valley,"Spring Valley, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
856,4 Bedroom House With A Separete 3 Bedroom Guest House at Karen 75% Complete,"Kuwinda Village, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
857,4bdr Beautiful Maisonettes For Sale In Banana Kiambu with A dsq,"Off Muchatha Road close to Nazareth hospital, Muchatha, Nairobi, Nairobi",4 Bedrooms,KSh 16500000
858,Gorgeous 4-bedroom standalone property on 1 acre piece of land,"LAVINGTON, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 300000000
859,7 bedroom House for sale in Kitisuru,"Kitisuru, Kitisuru, Nairobi, Nairobi",7 Bedrooms,KSh 140000000
860,Spacious 4 Bedroom Townhouse  in Westlands,"Grevillea Grove, Brookside, Brookside, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
861,Runda 5 Bedroom all En-suite,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
862,6 bedroom Townhouse for sale in Karen,"Karen, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 85000000
863,Luxurious Newly Built 4 Bedroom Ensuite House with dsq. for Sale,"Off Limuru Road, Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 29500000
864,5 bedroom House for sale in Nyari,"Redhill Road, Nyari, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
865,"4 Bedroom Maissonette, all Ensuite, Mbr with Walkin Closet, Great Finishings, Electricity, Water Connected","Nasra Gardens Estate, Embakasi, Nairobi, Nairobi",4 Bedrooms,KSh 14000000
866,"5 Bedroom Town House For Sale  in Karen, Nairobi","Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
867,Lovely new family house for sale,"Kiambu/Kimiti Rd., Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
868,4 Bedroom House for sale in Loresho,"Loresho Crescent, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
869,8 Bedroom Townhouse for sale in Lavington,"Muthangari Road, Lavington, Nairobi, Nairobi",8 Bedrooms,KSh 80000000
870,Ruaka property for residential or commercial,"Ruaka, Ruaka, Nairobi, Nairobi",1 Bedrooms,KSh 25000000
871,Five Star Meadows Townhouse,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
872,Exclusive Modern Townhouse,"Limuru road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
873,Modern High End 5 Bedroom House – Ridgeways,"Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
874,4 Bedroom Townhouse for sale in Lavington,"othaya road, Longonot, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
875,The Gem Gardens Affordable Bungalows along Thika Road,"Thika Road, Ruiru, Nairobi, Nairobi",2 Bedrooms,KSh 2350000
876,Exclusive 5 Bedroom Townhouse in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
877,5 Bedroom Townhouse for sale in Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
878,Newly Built 5 Bedroom Town House in Lavington,"Convent drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
879,6 Bedroom  Maison in New Muthaiga,"thigiri grove, Muthaiga, Nairobi, Nairobi",6 Bedrooms,KSh 110000000
880,Aesthetically Pleasing 4 Bedroom House at Karen,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
881,"Garden City, Villa for sale","Garden Estate, Nairobi, Nairobi",4 Bedrooms,KSh 42500000
882,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
883,An Exclusive And Prestgious Modern 4 Bedroom Villa in Lower Kabete,"Lower Kabete Road, Lower Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
884,5 Bedroom House for Sale in Karen,"Karen Rd, Karen, Nairobi, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
885,Modern High End 5 Bedroom House - Ridgeways,"Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
886,Amazing New Ambassadorial House For Sale In Runda,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
887,A 4 Bdrm Townhouse,"It's near KCB training centre., Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
888,4 Bedroom House for sale in Loresho,"Loresho Close, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
889,An Exclusive And Prestgious 4 Bedroom House on 1 Acre in Lavington,"James Gichuru road, Lavington, Nairobi, Nairobi",4 Bedrooms,Contact seller for price
890,Kilimani Maisonette,"Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 57000000
891,3/4 Acre,"Isaac Gathanju road, Lavington, Nairobi, Nairobi",7 Bedrooms,KSh 180000000
892,Stunning 5 Bedroom House in a Gated Community in Runda,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
893,Double Storey House For Sale In Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
894,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 82000000
895,5 Bedroom Modern House Maisonette at Muthaigah North,"twiga road, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
896,"Mugumo Crescent Townhouse, off Kyuna Road","Off Kyuna Rd., Riruta, Nairobi, Nairobi",NO001HO51ZUAINTRESKE Object ID,KSh 105000000
897,Beautiful 5bdr Townhouses for sale in Westlands,"Eldama Ravine Road, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
898,Elegant 4 Bedroom House,"near the hub, Karen, Nairobi, Nairobi",4 Bedrooms,Contact seller for price
899,Kasarani 4 Bedroom Mansionatte,"Kasarani, Nairobi, Nairobi",4 Bedrooms,KSh 22000000
900,Modern Luxurious House,"kitengela, Ngong Road, Nairobi, Nairobi",5 Bedrooms,KSh 15000000
901,"Rosslyn Lane, House for sale","Rosslyn lane, Rosslyn, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
902,6 Bdm 2 SQ Ambassodorial in Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",6 Bedrooms,KSh 75000000
903,5 Bedroom House For Sale In Lavington - 106447719,"Lavington Muhoya, Lavington, Nairobi, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 270000000
904,Charming Ambassadorial 5 Bedroom House with Spectacular Panoramic Views,"Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 290000000
905,Ambassadorial House in Nyari,"Ibis Drive, Nyari, Nairobi, Nairobi",5 Bedrooms,KSh 190000000
906,Lavish Town House For Sale,"loresho ridge, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 32500000
907,Four Bedrooms Tonwhoues New with Modern Finishing in Peponi,"Lower kabete road, Peponi, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
908,9 Bedroom House for sale in Lavington,"James Gichuru, Lavington, Nairobi, Nairobi",9 Bedrooms,KSh 160000000
909,"4 Bed Spacious and Magnificent Townhouse with DSQ off Grevillea Grove- Spring Valley, Nairobi","GREVILLEA GROVE, Spring Valley, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
910,"3 Bedroom Master En-suite Bungalow, Baltimore Estate","Kitengela, next Hashi petrol station 200m from Namanga highway, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 5950000
911,"5 Br Townhouse, Lavington","Mzima Springs, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
912,6 Bedroom Villa (all Ensuite)   in Karen,"Karen, Nairobi, Nairobi",6 Bedrooms,KSh 85000000
913,"Kitengela, Melbourne Court.","Kitengela, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 10650000
914,4 and 5 Bedroom Maisonettes Mavoko Park,"Mwananchi road,Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
915,Exclusive Modern 4 Bedroom Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
916,4 Bedroom  Beautiful Townhouse on Kiamb Road.,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
917,Four Bedrooms Townhouse all En-suites in Lavington,"Charbi drive, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
918,Beautiful House in a Gated Community,"Runda Road, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 138000000
919,"Banda Homes, Redwood Estate Kenyatta Road","Kenyatta Road, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 6750000
920,Spacious 4 Bedroom Villas in Runda,"Azure Villas, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 80000000
921,5 Bedroom House For Sale In Runda - 103513935,"Runda Close TO THE Un Offices, Runda, Nairobi, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 78000000
922,"Kencom Sacco, 4 Bedroom Town House","Paradise Lost, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
923,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
924,6 Bedroom Townhouse for sale in Kileleshwa,"Laikipia Rd, Kileleshwa, Nairobi, Nairobi",6 Bedrooms,KSh 120000000
925,5 Bedroom Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
926,"Limuru Rd, 4 Bedroom Villas for sale","Limuru road, Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 22000000
927,Excellently Done 5 Bedroom Town House,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
928,5 Bedroom House  in Karen,"Dagoretti Rd Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
929,A 5 Bedroom Townhouse for sale in Lavington Along Jakaranda Avenue,"It's along jakaranda avenue., Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
930,Bedroom House in Kahawa,"Nairobi Kiamumbi On Kano Street, Kahawa, Nairobi, Nairobi",9 Bedrooms,KSh 33000000
931,6 Bedroom House for sale in Karen,"Bosco Road, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 80000000
932,Unfurnished Double Storey Ambassadorial House in Lavington Nairobi,"Lavington Nairobi, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 250000000
933,4 Bedroom House for sale in Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
934,Magnificent 5 Bedrooms House in the Heart of Ridgeways .,"Close to Braeburn School., Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
935,4 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
936,"Spacious,ready 5 Bedroom House","Mwananchi road,Syokimau, Syokimau, Nairobi, Nairobi",5 Bedrooms,KSh 17000000
937,5 Bedroom Town House for sale Chalbi Drive,"chalbi drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
938,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
939,A 3 Bedroom Townhouse for sale Along Mombasa Rd Near Athi River Junction,"It's off mombasa rd near Athi river junction., Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 12500000
940,Four Bedrooms Tonwhoues all En-suites in Karen,"Langata road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
941,5 Bed Brand New Townhouse at Royal Park Langata,"Jeylaani Blvd, Langata, Nairobi, Nairobi",5 Bedrooms,KSh 29000000
942,6 Bedroom Townhouse for sale in Kileleshwa,"Laikipia Rd, Kileleshwa, Nairobi, Nairobi",6 Bedrooms,KSh 120000000
943,4 Bedroom all En Suite Townhouse in a Gated Community in Karen,"karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
944,Charming 4 Bedroom Home - Windsor Park,"Windsor Park, Ridgeways, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
945,Affordable 3 Bedroom Bungalow,"Thika Road, Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 4950000
946,Executive & Spacious 4 Bed Room Maisonette at Rimpa –Ongata Rongai.,"Kajiado, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
947,Taj Prestige House for sale,"Grevillea grove, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
948,Beautiful Double Storey Nyari House,"Redhill, Nyari, Nairobi, Nairobi",6 Bedrooms,KSh 485000000
949,5 Bedroom House For Sale In Spring Valley - 103093510,"Spring Valley Road, Spring Valley, Nairobi, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
950,Beautiful 5 Bedroom in Runda,"RUNDA, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
951,"Nairobi, Off General Mathenge – Family Mansion On 1.7 Acres – 21217","Off General Mathenge, Westlands, Nairobi, Nairobi",7 Bedrooms,KSh 560000000
952,4 Bedroom Karen House,"Karen Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 98000000
953,LAVINGTON - 5 BEDROOMS TOWN HOUSE.,"OFF JAMES GICHURU, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
954,Masterfully Designed and Luxurious Villas,"Amara Ridge, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
955,4 Bedroom House for Sale in Karen,"Galleria. , Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
956,5 Bedroom House For Sale In Runda - 103366839,"Runda Close TO Un Offices, Runda, Nairobi, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
957,"5 Bedroom Home for sale, Sandalwood Estate Karen","Karen, Nairobi, Nairobi",5 Bedrooms,KSh 89800000
958,4 Bedroom Maisonette for sale at Mlolongo,"Mlolongo, Mlolongo, Nairobi, Nairobi",4 Bedrooms,KSh 8000000
959,Elegant 5 Bedroom Villas for sale in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
960,House For Sale In Runda - 106272563,"Runda Close to the Un, Runda, Nairobi, Runda, Nairobi, Nairobi",106272563 Object ID,KSh 70000000
961,Masterfully Designed and Luxurious Townhouse,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
962,"6 BEDROOM, 3 LEVEL TOWN HOUSE ON SALE  IN LAVINGTON","Lavington, Lavington, Nairobi, Nairobi",6 Bedrooms,KSh 65700000
963,Magnificent 4 Bedroom House In Dornholm Phase 8,"Donholm, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 10500000
964,4 Bedroom Maisonettes in Utawala,"utawala, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 13700000
965,Lovely 5 Bedroom House  in Runda,"RUNDA, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 140000000
966,5 Bedroom House For Sale In Spring Valley,"Spring Valley, Riruta, Nairobi, Nairobi",5 Bedrooms,KSh 350000000
967,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
968,7 Bedrooms House for sale in Nairobi Runda Garden Estate,"Runda Garden Estate, Runda, Nairobi, Nairobi",7 Bedrooms,KSh 87000000
969,5 Bedroom House for sale in Muthaiga,"Old Muthaiga, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 320000000
970,An Exclusive And Prestgious Modern 5 Bedroom Townhouse on Grevalia Grove,"Grevillea Grove Westlands, Grevillea Grove, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
971,Beautiful 4 B/R Standalone House In Lavington,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 140000000
972,4 Bedroom Family House in Kiambu Road,"Kiambu road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 34000000
973,4 bedroom House to sale all ensuite in Runda Meandows.,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 150000000
974,4 bedroom all ensuite villa in Kerarapon for Sale,"Ngong Rd, Ngong Road, Nairobi, Nairobi",4 Bedrooms,KSh 33000000
975,A New And Modern Development Of 4 Bedroom Maisonettes In Syokimau,"Mombasa road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
976,4 bedrooms ensuite townhouse,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
977,8 Bedroom House  for sale,"MUSA GITAU ROAD, Lavington, Nairobi, Nairobi",8 Bedrooms,KSh 150000000
978,4 Bedroom House,"Kiamumbi, Kiamumbi, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
979,5 Bedroom House for sale in Kyuna,"Mugumo Crescent, Kyuna, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
980,"4 Bedroom Maisonette Kencom Runda, Kiambu Road.","kiambu road, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
981,"Karen, 4 Bedroom Townhouse for sale","Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 58000000
982,Modern 7 Bedroom House in Thome,"Mukuyu road, Thome, Nairobi, Nairobi",7 Bedrooms,KSh 55000000
983,5 Bedroom House For Sale In Runda - 104065997,"Runda Close to Un and Us Embassy, , Runda, Nairobi, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
984,Townhouse for sale,"Elmolo drv, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
985,5 Bedroom Townhouse for sale in Brookside Westlands,"Brookside, Brookside, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
986,5 Bedroom House for sale in Runda,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
987,Lovely Property in Southlands Langata,"312 Southlands Estate, Southlands Langata, Southlands, Nairobi, Nairobi",6 Bedrooms,KSh 20000000
988,"Prime 1.8 acre plot for sale Upperhill, Elgon Rd","Elgon Road, Upper Hill, Nairobi, Nairobi",1 Bedrooms,KSh 1500000000
989,Town House at Niarobi,"Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
990,4 Bedroom Townhouse with Garden and Sq in a Gated Community in Loresho Waterfront for sale 33M,"Loresho, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 33000000
991,Exclusive Modern Townhouse,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
992,4 Bedrooms+dsq Maisonette at  Lavington,"Kilimani Nairobi, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 34500000
993,"Brookside, 4 Bedroom Townhouse","grevillea groove, Brookside, Nairobi, Nairobi",4 Bedrooms,KSh 57000000
994,5  Bedroom House  To Let,"Gigiri, Gigiri, Nairobi, Nairobi",10 Bedrooms,KSh 300000000
995,Stunning 4 Bedroom Town House,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 36000000
996,Homes For Sale At Kitisuru,"Kitisuru rd, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
997,"6 Bedroom Home & Guest House on 33 Acres, Mukoma Estate","Langata, Nairobi, Nairobi",8 Bedrooms,KSh 165000000
998,Ambassadorial Townhouse For Sale,"Nyari, Nairobi, Nairobi",6 Bedrooms,KSh 130000000
999,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1000,A New Development of Executive 5 Bedroom Townhouses in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 72000000
1001,5 Bedroom Townhouse all Ensuite with Dsq in Lavington,"Leaving tin, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
1002,"Karinde, Off Dagoretti Rd, 3 Bedroom House for sale","Dagoretti Road, Dagoretti Road, Nairobi, Nairobi",3 Bedrooms,KSh 11000000
1003,5br Townhouse Runda,"Mimosa, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1004,Maple Ridge Estate Three Beroom Bungalows all Ensuite Along Waiyaki Way.,"Kikuyu, Waiyaki Way, Nairobi, Nairobi",3 Bedrooms,KSh 3990000
1005,Beautiful 4 Bedroom Maisonette In Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 10500000
1006,"Nyari, House for sale","NYARI, Nyari, Nairobi, Nairobi",6 Bedrooms,KSh 90000000
1007,104 Acres With A 5 Bedroom House for sale in Karen (Miotoni),"Miotoni Road, Karen, Nairobi, Nairobi",7 Bedrooms,KSh 640000000
